,cash_basis,mtm_rf,rf_index,spy_control,universe_control
2025-01-06,1.180881445399693,1.2737427440321305,1.120515728761915,1.224373783026061,1.2350327725887926
2025-01-07,1.180881445399693,1.2757118090387924,1.1207398319076673,1.2224676477486711,1.2344425276942679
2025-01-08,1.180881445399693,1.2760958744021458,1.120963979874049,1.2229213252524647,1.2349897640953793
2025-01-10,1.1776525188398472,1.273586096989262,1.1211881726700237,1.2202922466276926,1.2322253127326315
2025-01-13,1.1776525188398472,1.2752525780001362,1.1214124103045577,1.2207466123662614,1.2336633620957507
2025-01-14,1.1776525188398472,1.276137671991764,1.1216366927866186,1.221171831148229,1.2352296360047992
2025-01-15,1.1776525188398472,1.2771702837807757,1.121861020125176,1.2244501950339162,1.237346502087551
2025-01-16,1.178774988061139,1.2788867446994077,1.122085392329201,1.224267269686153,1.2389284771924665
2025-01-17,1.1786774524369719,1.2788631797129413,1.1223098094076667,1.224777247007565,1.2393195675124178
2025-01-21,1.1786774524369719,1.2790989152034287,1.122534271369548,1.225003835869121,1.239548654687371
2025-01-22,1.1786774524369719,1.279334650693916,1.122758778223822,1.2252304247306771,1.2397777418623241
